Annotation	lhs	op	rhs	Cov_Smooth	Z_smooth	Enrichment	Enrichment_SE	Enrichment_p_value	Error	Warning	target_parameter	est	SE	Fixed_Enrich	annotation_raw	annotation_key	annotation_basename	annotation_class	published_label	is_nonbase	alpha_168	alpha_155	Bonferroni_significant_168	Bonferroni_significant_155	Annotation_model_warning	Annotation_model_error	alpha_984	Bonferroni_significant_984	QC_warning_free	Bonferroni_significant_984_warning_free
Roadmap.83.	F_COMP	~~	SCZ_PGC	0.0018717824729153	2.43408736357639	3.61233546643885	1.27212802728047	0.0200112718615827	0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer (NLMINB) claimed the model converged, but not all elements 
   of the gradient are (near) zero; the optimizer may not have found a local 
   solution use check.gradient = FALSE to skip this check."	F_COMP~~SCZ_PGC				Roadmap.83.	Roadmap.83.	Roadmap.83.	chromatin	Ovary H3K27ac	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.169.	F_COMP	~~	SCZ_PGC	0.0011995082772743	1.24284909165915	2.82782347565043	1.12038036380838	0.0513996835388755	0.0	0	F_COMP~~SCZ_PGC				Roadmap.169.	Roadmap.169.	Roadmap.169.	chromatin	Ovary H3K36me3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Roadmap.257.	F_COMP	~~	SCZ_PGC	0.0024205547573384	0.789170060871306	1.93809759621073	1.02369521806364	0.179732844708971	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_COMP~~SCZ_PGC				Roadmap.257.	Roadmap.257.	Roadmap.257.	chromatin	Ovary H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Roadmap.345.	F_COMP	~~	SCZ_PGC	0.0007863364054998	0.954678519026984	7.48499770450275	1.59852526650763	2.486813831085e-05	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_PGC				Roadmap.345.	Roadmap.345.	Roadmap.345.	chromatin	Ovary H3K4me3	True	0.000297619047619	0.0003225806451612	True	True	True	False	5.08130081300813e-05	True	False	False
Roadmap.223.	F_COMP	~~	SCZ_PGC	0.0002178394722296	0.837568987745437	8.68641513885066	1.61212340401637	9.30861027350078e-07	0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer (NLMINB) claimed the model converged, but not all elements 
   of the gradient are (near) zero; the optimizer may not have found a local 
   solution use check.gradient = FALSE to skip this check."	F_COMP~~SCZ_PGC				Roadmap.223.	Roadmap.223.	Roadmap.223.	chromatin	Monoculear Peripheral Blood Cells H3K4me1	True	0.000297619047619	0.0003225806451612	True	True	True	False	5.08130081300813e-05	True	False	False
Roadmap.261.	F_COMP	~~	SCZ_PGC	0.0006566704632351	0.59372184087328	2.06316829728948	0.924424347378744	0.125054048392767	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_COMP~~SCZ_PGC				Roadmap.261.	Roadmap.261.	Roadmap.261.	chromatin	Rectal Mucosa H3K4me1	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
PIL2	F_COMP	~~	SCZ_PGC	0.0029099948347361	0.706426980257223	11.2469391752215	2.05605322474065	3.11752431147264e-07	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_PGC				PIL2	PI	PIL2	custom	PI Genes	True	0.000297619047619	0.0003225806451612	True	True	True	False	5.08130081300813e-05	True	False	False
ASC1L2	F_COMP	~~	SCZ_PGC	0.0026020931159143	0.810462887448266	5.42407480184052	2.24738474253069	0.0245027636009328	0.0	0	F_COMP~~SCZ_PGC				ASC1L2	ASC1	ASC1L2	custom	ASC1	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
ASC2L2	F_COMP	~~	SCZ_PGC	0.001954500533634	0.642252391212333	6.33865041090368	2.43296871040722	0.0141071141652757	0.0	0	F_COMP~~SCZ_PGC				ASC2L2	ASC2	ASC2L2	custom	ASC2	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
ENDL2	F_COMP	~~	SCZ_PGC	0.0016694299506077	0.614269741011969	7.77763021139027	2.31524430802486	0.001709082725372	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_PGC				ENDL2	END	ENDL2	custom	Endothelial Cells	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
exCA1L2	F_COMP	~~	SCZ_PGC	0.0026337382602017	0.761942050097373	10.136403534562	2.22837970537696	2.06556346395843e-05	0.0	0	F_COMP~~SCZ_PGC				exCA1L2	exCA1	exCA1L2	custom	exCA1	True	0.000297619047619	0.0003225806451612	True	True	False	False	5.08130081300813e-05	True	True	True
exCA3L2	F_COMP	~~	SCZ_PGC	0.0027796172740105	0.717408219669533	10.6787362907868	2.34445953729729	1.82692321092173e-05	0.0	0	F_COMP~~SCZ_PGC				exCA3L2	exCA3	exCA3L2	custom	exCA3	True	0.000297619047619	0.0003225806451612	True	True	False	False	5.08130081300813e-05	True	True	True
exDGL2	F_COMP	~~	SCZ_PGC	0.001814298091627	0.55013010069921	10.0609460348461	2.2925289038638	3.86888218218085e-05	0.0	0	F_COMP~~SCZ_PGC				exDGL2	exDG	exDGL2	custom	exDG	True	0.000297619047619	0.0003225806451612	True	True	False	False	5.08130081300813e-05	True	True	True
exPFC1L2	F_COMP	~~	SCZ_PGC	0.002598141648289	0.754304713708172	10.3151329986005	2.42248225863632	6.02063733683441e-05	0.0	0	F_COMP~~SCZ_PGC				exPFC1L2	exPFC1	exPFC1L2	custom	exPFC1	True	0.000297619047619	0.0003225806451612	True	True	False	False	5.08130081300813e-05	False	True	False
exPFC2L2	F_COMP	~~	SCZ_PGC	0.0019894859181593	0.93809277302606	9.48728929386764	2.27232027839234	9.3829194302294e-05	0.0	0	F_COMP~~SCZ_PGC				exPFC2L2	exPFC2	exPFC2L2	custom	exPFC2	True	0.000297619047619	0.0003225806451612	True	True	False	False	5.08130081300813e-05	False	True	False
GABA1L2	F_COMP	~~	SCZ_PGC	0.0034829997369519	0.916053414245615	8.74539598282223	2.47177183196145	0.0008635567918133	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_PGC				GABA1L2	GABA1	GABA1L2	custom	GABA1	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
GABA2L2	F_COMP	~~	SCZ_PGC	0.0039527958589845	1.06099477479216	9.90548080442444	2.30599605766681	5.62588416351176e-05	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_PGC				GABA2L2	GABA2	GABA2L2	custom	GABA2	True	0.000297619047619	0.0003225806451612	True	True	True	False	5.08130081300813e-05	False	False	False
MGL2	F_COMP	~~	SCZ_PGC	0.0018985847098695	0.664440400745171	7.71613170514517	2.64183554956369	0.0055075138042845	0.0	0	F_COMP~~SCZ_PGC				MGL2	MG	MGL2	custom	Microglia	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
NSCL2	F_COMP	~~	SCZ_PGC	0.0038333970201918	0.709494858093175	8.73747664302086	2.55731239933582	0.0012405857661903	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_COMP~~SCZ_PGC				NSCL2	NSC	NSCL2	custom	Neuronal Stem Cells	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
ODCL2	F_COMP	~~	SCZ_PGC	0.0059863918935142	2.02336096842665	9.33990918082002	2.50112359753968	0.0004273182239238	0.0	0	F_COMP~~SCZ_PGC				ODCL2	ODC	ODCL2	custom	Oligodendrocytes	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
OPCL2	F_COMP	~~	SCZ_PGC	0.002288610820054	0.670391259952655	8.90598874359149	2.19076966139161	0.0001538247771042	0.0	0	F_COMP~~SCZ_PGC				OPCL2	OPC	OPCL2	custom	Oligodendrocyte Precursor Cells	True	0.000297619047619	0.0003225806451612	True	True	False	False	5.08130081300813e-05	False	True	False
PI_x_ASC1L2	F_COMP	~~	SCZ_PGC	0.0008278004673837	0.791063285327052				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_COMP~~SCZ_PGC				PI_x_ASC1L2	PI_x_ASC1	PI_x_ASC1L2	custom	PI x ASC1	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
PI_x_ASC2L2	F_COMP	~~	SCZ_PGC	0.0012563393082276	1.21775463583206	8.30911953319301	4.71500397046429	0.0605487859008168	0.0	0	F_COMP~~SCZ_PGC				PI_x_ASC2L2	PI_x_ASC2	PI_x_ASC2L2	custom	PI x ASC2	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
PI_x_ENDL2	F_COMP	~~	SCZ_PGC	0.0006283690252347	0.749222712604719	10.2990592750943	4.11388156444171	0.0118979063503865	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_PGC				PI_x_ENDL2	PI_x_END	PI_x_ENDL2	custom	PI x Endothelial Cells	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
PI_x_exCA1L2	F_COMP	~~	SCZ_PGC	0.0010569629331679	0.543258378260858	18.5058096312014	4.5904208753277	6.84917878057179e-05	0.0	0	F_COMP~~SCZ_PGC				PI_x_exCA1L2	PI_x_exCA1	PI_x_exCA1L2	custom	PI x exCA1	True	0.000297619047619	0.0003225806451612	True	True	False	False	5.08130081300813e-05	False	True	False
PI_x_exCA3L2	F_COMP	~~	SCZ_PGC	0.0003808499534889	0.370879389921652	16.2367045317095	4.56680836399602	0.000424353069752	0.0	0	F_COMP~~SCZ_PGC				PI_x_exCA3L2	PI_x_exCA3	PI_x_exCA3L2	custom	PI x exCA3	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
PI_x_exDGL2	F_COMP	~~	SCZ_PGC	0.0010311319859897	0.722679120105401				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_COMP~~SCZ_PGC				PI_x_exDGL2	PI_x_exDG	PI_x_exDGL2	custom	PI x exDG	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
PI_x_exPFC1L2	F_COMP	~~	SCZ_PGC	0.0013022367224113	0.66403014607535	16.8861935576308	4.4053552790031	0.0001554110053821	0.0	0	F_COMP~~SCZ_PGC				PI_x_exPFC1L2	PI_x_exPFC1	PI_x_exPFC1L2	custom	PI x exPFC1	True	0.000297619047619	0.0003225806451612	True	True	False	False	5.08130081300813e-05	False	True	False
PI_x_exPFC2L2	F_COMP	~~	SCZ_PGC	0.0009667642105995	0.596749027309259	11.5891642683685	4.31290195271824	0.0070397327565967	0.0	0	F_COMP~~SCZ_PGC				PI_x_exPFC2L2	PI_x_exPFC2	PI_x_exPFC2L2	custom	PI x exPFC2	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
PI_x_GABA1L2	F_COMP	~~	SCZ_PGC	0.00125723217105	0.62300809682783	12.0296700833347	4.00904599084309	0.0029689079394035	0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer (NLMINB) claimed the model converged, but not all elements 
   of the gradient are (near) zero; the optimizer may not have found a local 
   solution use check.gradient = FALSE to skip this check."	F_COMP~~SCZ_PGC				PI_x_GABA1L2	PI_x_GABA1	PI_x_GABA1L2	custom	PI x GABA1	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
PI_x_GABA2L2	F_COMP	~~	SCZ_PGC	0.0010193905886793	0.57537587468936	12.5613336865758	4.05917151533864	0.0021983618713982	0.0	0	F_COMP~~SCZ_PGC				PI_x_GABA2L2	PI_x_GABA2	PI_x_GABA2L2	custom	PI x GABA2	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
PI_x_MGL2	F_COMP	~~	SCZ_PGC	0.0012824853847695	1.34022240055243				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_COMP~~SCZ_PGC				PI_x_MGL2	PI_x_MG	PI_x_MGL2	custom	PI x Microglia	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
PI_x_NSCL2	F_COMP	~~	SCZ_PGC	0.0016967269085307	1.68624232512762	16.028622667208	5.38281808627855	0.0026194767406413	0.0	0	F_COMP~~SCZ_PGC				PI_x_NSCL2	PI_x_NSC	PI_x_NSCL2	custom	PI x Neuronal Stem Cells	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
PI_x_ODCL2	F_COMP	~~	SCZ_PGC	0.0021648941049414	1.50144421247781	14.2738384724902	4.41965150686087	0.0013350481732119	0.0	0	F_COMP~~SCZ_PGC				PI_x_ODCL2	PI_x_ODC	PI_x_ODCL2	custom	PI x Oligodendrocytes	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
PI_x_OPCL2	F_COMP	~~	SCZ_PGC	0.0013160561079839	0.85927148856195	13.4745237424335	4.02203801908792	0.0009625746479393	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_COMP~~SCZ_PGC				PI_x_OPCL2	PI_x_OPC	PI_x_OPCL2	custom	PI x Oligodendrocyte Precursor Cells	True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
baseL2	F_INT	~~	SCZ_PGC	0.0044864578534601	0.553055486273601	1.00000071700474	0.126054066035232	0.499997730787143	0.0	0	F_INT~~SCZ_PGC				baseL2	base	baseL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Coding_UCSCL2	F_INT	~~	SCZ_PGC	0.0022827755901907	1.08387405548914	5.65731712105951	2.14346280431763	0.0148976666387981	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_INT~~SCZ_PGC				Coding_UCSCL2	Coding_UCSC	Coding_UCSCL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Conserved_LindbladTohL2	F_INT	~~	SCZ_PGC	0.0012163362979743	0.886434994517113	10.1504830117066	2.02702753351662	3.1772538579357e-06	0.0	0	F_INT~~SCZ_PGC				Conserved_LindbladTohL2	Conserved_LindbladToh	Conserved_LindbladTohL2	baseline		True	0.000297619047619	0.0003225806451612	True	True	False	False	5.08130081300813e-05	True	True	True
CTCF_HoffmanL2	F_INT	~~	SCZ_PGC	0.0059946659506555	2.24458351170558	1.17660415912793	0.969945400467403	0.427761387676563	0.0	0	F_INT~~SCZ_PGC				CTCF_HoffmanL2	CTCF_Hoffman	CTCF_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
DGF_ENCODEL2	F_INT	~~	SCZ_PGC	0.0113375495533006	1.99245506590914	2.05284799821264	0.473889740958145	0.0131512823575287	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_INT~~SCZ_PGC				DGF_ENCODEL2	DGF_ENCODE	DGF_ENCODEL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
DHS_peaks_TrynkaL2	F_INT	~~	SCZ_PGC	0.0059318516132404	1.0343057007056	2.06592776029467	0.647870261546316	0.0499560767342498	0.0	0	F_INT~~SCZ_PGC				DHS_peaks_TrynkaL2	DHS_peaks_Trynka	DHS_peaks_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
DHS_TrynkaL2	F_INT	~~	SCZ_PGC	0.0040586564102954	0.723598726178784	1.86951647838432	0.465864378044047	0.0309886300101154	0.0	0	F_INT~~SCZ_PGC				DHS_TrynkaL2	DHS_Trynka	DHS_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Enhancer_AnderssonL2	F_INT	~~	SCZ_PGC	0.0010098757347192	1.48817676810926				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_INT~~SCZ_PGC				Enhancer_AnderssonL2	Enhancer_Andersson	Enhancer_AnderssonL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Enhancer_HoffmanL2	F_INT	~~	SCZ_PGC	0.0009640327837785	1.27677695696508	1.75160702075066	0.645012947389316	0.121957122966278	0.0	0	F_INT~~SCZ_PGC				Enhancer_HoffmanL2	Enhancer_Hoffman	Enhancer_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
FetalDHS_TrynkaL2	F_INT	~~	SCZ_PGC	0.0038462770158872	0.940390543421378	2.47534466259523	0.775830398041737	0.0286095773788808	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_INT~~SCZ_PGC				FetalDHS_TrynkaL2	FetalDHS_Trynka	FetalDHS_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
H3K27ac_HniszL2	F_INT	~~	SCZ_PGC	0.0025890897371035	0.526129781223725	1.31403225497305	0.196201916255069	0.0547375902633944	0.0	0	F_INT~~SCZ_PGC				H3K27ac_HniszL2	H3K27ac_Hnisz	H3K27ac_HniszL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
H3K27ac_PGC2L2	F_INT	~~	SCZ_PGC	0.001572840207382	0.438182427416718	1.47485211175974	0.240561324860539	0.0241946397622429	0.0	0	F_INT~~SCZ_PGC				H3K27ac_PGC2L2	H3K27ac_PGC2	H3K27ac_PGC2L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
H3K4me1_peaks_TrynkaL2	F_INT	~~	SCZ_PGC	0.0046815868517883	0.755868946805573	2.1913003357719	0.429161414877229	0.0027526311598424	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_INT~~SCZ_PGC				H3K4me1_peaks_TrynkaL2	H3K4me1_peaks_Trynka	H3K4me1_peaks_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
H3K4me1_TrynkaL2	F_INT	~~	SCZ_PGC	0.0038393373876836	0.634694022064577	1.48199983864167	0.228191680995204	0.0173321377379728	0.0	0	F_INT~~SCZ_PGC				H3K4me1_TrynkaL2	H3K4me1_Trynka	H3K4me1_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
H3K4me3_peaks_TrynkaL2	F_INT	~~	SCZ_PGC	0.0018594257348432	0.690831278375265	2.22777239992521	0.890904188216453	0.0840832039363462	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_INT~~SCZ_PGC				H3K4me3_peaks_TrynkaL2	H3K4me3_peaks_Trynka	H3K4me3_peaks_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
H3K4me3_TrynkaL2	F_INT	~~	SCZ_PGC	0.0032638616278994	0.93088162780643	2.03366579873473	0.355081378203463	0.0018009819621511	0.0	0	F_INT~~SCZ_PGC				H3K4me3_TrynkaL2	H3K4me3_Trynka	H3K4me3_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
H3K9ac_peaks_TrynkaL2	F_INT	~~	SCZ_PGC	0.0037959926362376	1.46994586872298	3.36530236084668	1.02678891510184	0.0106227887908358	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_INT~~SCZ_PGC				H3K9ac_peaks_TrynkaL2	H3K9ac_peaks_Trynka	H3K9ac_peaks_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
H3K9ac_TrynkaL2	F_INT	~~	SCZ_PGC	0.0029960754371585	0.81368217138709	2.12179421497899	0.381792416677997	0.0016504562521474	0.0	0	F_INT~~SCZ_PGC				H3K9ac_TrynkaL2	H3K9ac_Trynka	H3K9ac_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Intron_UCSCL2	F_INT	~~	SCZ_PGC	0.0025956693040877	0.532792747025948	1.33004746706201	0.178297854361365	0.0320774594745251	0.0	0	F_INT~~SCZ_PGC				Intron_UCSCL2	Intron_UCSC	Intron_UCSCL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
PromoterFlanking_HoffmanL2	F_INT	~~	SCZ_PGC	0.0011233910785044	1.01004509225563				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_INT~~SCZ_PGC				PromoterFlanking_HoffmanL2	PromoterFlanking_Hoffman	PromoterFlanking_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Promoter_UCSCL2	F_INT	~~	SCZ_PGC	0.0011094520639583	1.15195001492418	0.998434410454473	0.547645619659838	0.501140480249109	0.0	0	F_INT~~SCZ_PGC				Promoter_UCSCL2	Promoter_UCSC	Promoter_UCSCL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Repressed_HoffmanL2	F_INT	~~	SCZ_PGC	0.0004673297802173	0.503045785776127	0.887090272053044	0.13005892003632	0.807341945668343	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_INT~~SCZ_PGC				Repressed_HoffmanL2	Repressed_Hoffman	Repressed_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
SuperEnhancer_HniszL2	F_INT	~~	SCZ_PGC	0.0012294782201081	0.499863024109891	1.50051944394278	0.225636859992131	0.0132688232669518	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_INT~~SCZ_PGC				SuperEnhancer_HniszL2	SuperEnhancer_Hnisz	SuperEnhancer_HniszL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
TFBS_ENCODEL2	F_INT	~~	SCZ_PGC	0.0025358215358161	0.797809639974368	1.0490107427525	0.427289497152397	0.454340865725768	0.0	0	F_INT~~SCZ_PGC				TFBS_ENCODEL2	TFBS_ENCODE	TFBS_ENCODEL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Transcr_HoffmanL2	F_INT	~~	SCZ_PGC	0.0036231066842596	0.895862578496535	1.121237556164	0.191600240842061	0.263444188967125	0.0	0	F_INT~~SCZ_PGC				Transcr_HoffmanL2	Transcr_Hoffman	Transcr_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
TSS_HoffmanL2	F_INT	~~	SCZ_PGC	0.0007180745333636	1.47145927695137	1.82860233865961	1.04844700612482	0.214672208727232	0.0	0	F_INT~~SCZ_PGC				TSS_HoffmanL2	TSS_Hoffman	TSS_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
UTR_3_UCSCL2	F_INT	~~	SCZ_PGC	0.001549689621306	1.27024450017337	3.06067265691467	1.50706864982334	0.0857596490144619	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_INT~~SCZ_PGC				UTR_3_UCSCL2	UTR_3_UCSC	UTR_3_UCSCL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
UTR_5_UCSCL2	F_INT	~~	SCZ_PGC	0.0011173701728838	1.96657381950921				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_INT~~SCZ_PGC				UTR_5_UCSCL2	UTR_5_UCSC	UTR_5_UCSCL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
WeakEnhancer_HoffmanL2	F_INT	~~	SCZ_PGC	0.002618274041366	1.82910160206737	2.00883250978601	1.25426948058287	0.210606444588438	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_INT~~SCZ_PGC				WeakEnhancer_HoffmanL2	WeakEnhancer_Hoffman	WeakEnhancer_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
GERP.RSsup4L2	F_INT	~~	SCZ_PGC	0.0003877569119313	0.543969559960348	20.675524327289	4.09368381993069	7.68697077728785e-07	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_INT~~SCZ_PGC				GERP.RSsup4L2	GERP.RSsup4	GERP.RSsup4L2	baseline		True	0.000297619047619	0.0003225806451612	True	True	True	False	5.08130081300813e-05	True	False	False
MAFbin1L2	F_INT	~~	SCZ_PGC	0.0006863383183459	1.11772319176985				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_INT~~SCZ_PGC				MAFbin1L2	MAFbin1	MAFbin1L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin2L2	F_INT	~~	SCZ_PGC	0.000485331559693	0.636209922771691	0.659998822799007	0.106953661426284	0.999260971982034	0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer (NLMINB) claimed the model converged, but not all elements 
   of the gradient are (near) zero; the optimizer may not have found a local 
   solution use check.gradient = FALSE to skip this check."	F_INT~~SCZ_PGC				MAFbin2L2	MAFbin2	MAFbin2L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin3L2	F_INT	~~	SCZ_PGC	0.0015869610761194	1.96497687169843	0.672659899965317	0.135247501543738	0.992246236537967	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_INT~~SCZ_PGC				MAFbin3L2	MAFbin3	MAFbin3L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin4L2	F_INT	~~	SCZ_PGC	0.0004725631003971	0.662121827380395	0.826716790849468	0.15459084921833	0.868837987524268	0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer (NLMINB) claimed the model converged, but not all elements 
   of the gradient are (near) zero; the optimizer may not have found a local 
   solution use check.gradient = FALSE to skip this check."	F_INT~~SCZ_PGC				MAFbin4L2	MAFbin4	MAFbin4L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin5L2	F_INT	~~	SCZ_PGC	0.0002209457335289	0.574463842787965				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_INT~~SCZ_PGC				MAFbin5L2	MAFbin5	MAFbin5L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
